rgn_id,year,species,msy
1,2e3,Layur,582.75615756798
1,2001,Layur,582.75615756798
1,2002,Layur,582.75615756798
1,2003,Layur,582.75615756798
1,2004,Layur,582.75615756798
1,2005,Layur,582.75615756798
1,2006,Layur,582.75615756798
1,2007,Layur,582.75615756798
1,2008,Layur,582.75615756798
1,2009,Layur,582.75615756798
1,2010,Layur,582.75615756798
1,2011,Layur,582.75615756798
1,2012,Layur,582.75615756798
1,2013,Layur,582.75615756798
1,2014,Layur,582.75615756798
1,2015,Layur,582.75615756798
2,2e3,Layur,582.75615756798
2,2001,Layur,582.75615756798
2,2002,Layur,582.75615756798
2,2003,Layur,582.75615756798
2,2004,Layur,582.75615756798
2,2005,Layur,582.75615756798
2,2006,Layur,582.75615756798
2,2007,Layur,582.75615756798
2,2008,Layur,582.75615756798
2,2009,Layur,582.75615756798
2,2010,Layur,582.75615756798
2,2011,Layur,582.75615756798
2,2012,Layur,582.75615756798
2,2013,Layur,582.75615756798
2,2014,Layur,582.75615756798
2,2015,Layur,582.75615756798
3,2e3,Layur,582.75615756798
3,2001,Layur,582.75615756798
3,2002,Layur,582.75615756798
3,2003,Layur,582.75615756798
3,2004,Layur,582.75615756798
3,2005,Layur,582.75615756798
3,2006,Layur,582.75615756798
3,2007,Layur,582.75615756798
3,2008,Layur,582.75615756798
3,2009,Layur,582.75615756798
3,2010,Layur,582.75615756798
3,2011,Layur,582.75615756798
3,2012,Layur,582.75615756798
3,2013,Layur,582.75615756798
3,2014,Layur,582.75615756798
3,2015,Layur,582.75615756798
4,2e3,Layur,582.75615756798
4,2001,Layur,582.75615756798
4,2002,Layur,582.75615756798
4,2003,Layur,582.75615756798
4,2004,Layur,582.75615756798
4,2005,Layur,582.75615756798
4,2006,Layur,582.75615756798
4,2007,Layur,582.75615756798
4,2008,Layur,582.75615756798
4,2009,Layur,582.75615756798
4,2010,Layur,582.75615756798
4,2011,Layur,582.75615756798
4,2012,Layur,582.75615756798
4,2013,Layur,582.75615756798
4,2014,Layur,582.75615756798
4,2015,Layur,582.75615756798
5,2e3,Layur,582.75615756798
5,2001,Layur,582.75615756798
5,2002,Layur,582.75615756798
5,2003,Layur,582.75615756798
5,2004,Layur,582.75615756798
5,2005,Layur,582.75615756798
5,2006,Layur,582.75615756798
5,2007,Layur,582.75615756798
5,2008,Layur,582.75615756798
5,2009,Layur,582.75615756798
5,2010,Layur,582.75615756798
5,2011,Layur,582.75615756798
5,2012,Layur,582.75615756798
5,2013,Layur,582.75615756798
5,2014,Layur,582.75615756798
5,2015,Layur,582.75615756798
7,2e3,Layur,582.75615756798
7,2001,Layur,582.75615756798
7,2002,Layur,582.75615756798
7,2003,Layur,582.75615756798
7,2004,Layur,582.75615756798
7,2005,Layur,582.75615756798
7,2006,Layur,582.75615756798
7,2007,Layur,582.75615756798
7,2008,Layur,582.75615756798
7,2009,Layur,582.75615756798
7,2010,Layur,582.75615756798
7,2011,Layur,582.75615756798
7,2012,Layur,582.75615756798
7,2013,Layur,582.75615756798
7,2014,Layur,582.75615756798
7,2015,Layur,582.75615756798
8,2e3,Layur,582.75615756798
8,2001,Layur,582.75615756798
8,2002,Layur,582.75615756798
8,2003,Layur,582.75615756798
8,2004,Layur,582.75615756798
8,2005,Layur,582.75615756798
8,2006,Layur,582.75615756798
8,2007,Layur,582.75615756798
8,2008,Layur,582.75615756798
8,2009,Layur,582.75615756798
8,2010,Layur,582.75615756798
8,2011,Layur,582.75615756798
8,2012,Layur,582.75615756798
8,2013,Layur,582.75615756798
8,2014,Layur,582.75615756798
8,2015,Layur,582.75615756798
9,2e3,Layur,582.75615756798
9,2001,Layur,582.75615756798
9,2002,Layur,582.75615756798
9,2003,Layur,582.75615756798
9,2004,Layur,582.75615756798
9,2005,Layur,582.75615756798
9,2006,Layur,582.75615756798
9,2007,Layur,582.75615756798
9,2008,Layur,582.75615756798
9,2009,Layur,582.75615756798
9,2010,Layur,582.75615756798
9,2011,Layur,582.75615756798
9,2012,Layur,582.75615756798
9,2013,Layur,582.75615756798
9,2014,Layur,582.75615756798
9,2015,Layur,582.75615756798
